"unigram","bigram","trigram","quadgram","freq"
"the","world","from","the",2
"the","world","has","really",2
"the","world","he","had",2
"the","world","health","organization",2
"the","world","there","are",2
"the","world","was","created",2
"the","worst","of","the",2
"the","worst","part","about",2
"the","wrong","direction","so",2
"the","wrong","kind","of",2
"the","years","and","it",2
"the","years","go","by",2
"the","years","he","has",2
"the","years","ive","been",2
"the","years","that","the",2
"their","lives","and","their",2
"their","minutes","of","fame",2
"their","most","recent","album",2
"their","power","over","the",2
"their","right","to","be",2
"their","toes","in","the",2
"their","way","to","the",2
"their","way","with","him",2
"their","wives","and","they",2
"them","after","a","while",2
"them","all","but","now",2
"them","and","in","fact",2
"them","and","that","is",2
"them","back","in","the",2
"them","be","blotted","out",2
"them","delivered","to","your",2
"them","down","in","the",2
"them","i","dont","think",2
"them","i","find","that",2
"them","i","think","that",2
"them","in","real","life",2
"them","in","the","future",2
"them","in","the","name",2
"them","it","would","be",2
"them","most","of","them",2
"them","out","of","the",2
"them","out","they","are",2
"them","she","said","she",2
"them","that","they","had",2
"them","to","do","things",2
"them","to","make","them",2
"them","to","obey","everything",2
"them","what","would","you",2
"themselves","in","the","online",2
"themselves","not","to","be",2
"then","a","few","weeks",2
"then","all","of","a",2
"then","cut","it","into",2
"then","he","asked","me",2
"then","i","remembered","that",2
"then","i","started","thinking",2
"then","i","started","to",2
"then","i","woke","up",2
"then","or","now","was",2
"then","returned","to","the",2
"then","ruled","in","israel",2
"then","so","be","it",2
"then","there","are","the",2
"then","there","are","those",2
"then","there","must","be",2
"there","a","way","to",2
"there","and","i","am",2
"there","are","a","fair",2
"there","are","a","variety",2
"there","are","at","least",2
"there","are","few","things",2
"there","are","hundreds","of",2
"there","are","no","turkeys",2
"there","are","quite","a",2
"there","are","some","who",2
"there","are","those","in",2
"there","has","been","no",2
"there","has","to","be",2
"there","have","always","been",2
"there","have","been","so",2
"there","have","been","some",2
"there","he","is","in",2
"there","if","you","are",2
"there","is","a","built",2
"there","is","a","long",2
"there","is","a","noticeable",2
"there","is","a","picture",2
"there","is","a","subtle",2
"there","is","a","way",2
"there","is","a","whole",2
"there","is","absolutely","no",2
"there","is","also","the",2
"there","is","always","a",2
"there","is","always","someone",2
"there","is","an","increasing",2
"there","is","an","old",2
"there","is","good","news",2
"there","is","just","one",2
"there","is","much","i",2
"there","is","no","end",2
"there","is","no","evidence",2
"there","is","no","more",2
"there","is","no","need",2
"there","is","nothing","more",2
"there","is","simply","no",2
"there","is","something","for",2
"there","is","still","plenty",2
"there","is","the","sound",2
"there","it","was","an",2
"there","must","be","something",2
"there","next","to","the",2
"there","really","is","no",2
"there","that","i","would",2
"there","was","a","man",2
"there","was","even","more",2
"there","was","no","evidence",2
"there","was","nothing","in",2
"there","was","nothing","wrong",2
"there","was","only","one",2
"there","was","something","i",2
"there","wasnt","much","to",2
"there","were","some","really",2
"there","were","this","year",2
"there","when","they","come",2
"there","will","also","be",2
"there","will","be","four",2
"there","will","be","some",2
"therefore","go","and","make",2
"theres","nothing","worse","than",2
"theres","nothing","wrong","with",2
"theres","still","plenty","of",2
"theres","very","little","focus",2
"these","are","the","kinds",2
"these","days","the","only",2
"these","five","different","groups",2
"these","items","for","you",2
"these","past","few","weeks",2
"these","photos","were","taken",2
"they","all","have","the",2
"they","also","have","a",2
"they","also","said","that",2
"they","are","doing","their",2
"they","are","from","a",2
"they","are","in","fact",2
"they","are","just","perfect",2
"they","are","looking","for",2
"they","are","not","as",2
"they","are","one","of",2
"they","are","seen","as",2
"they","are","so","much",2
"they","are","there","is",2
"they","are","they","are",2
"they","are","to","be",2
"they","are","trying","to",2
"they","believe","what","they",2
"they","came","to","pick",2
"they","can","be","used",2
"they","can","get","away",2
"they","could","have","been",2
"they","did","a","good",2
"they","did","not","have",2
"they","do","have","a",2
"they","do","it","because",2
"they","dont","go","to",2
"they","dont","have","any",2
"they","dont","like","it",2
"they","get","the","details",2
"they","get","to","the",2
"they","had","been","victims",2
"they","had","one","when",2
"they","happen","to","be",2
"they","have","a","large",2
"they","have","a","very",2
"they","have","set","for",2
"they","have","to","be",2
"they","have","to","give",2
"they","have","to","make",2
"they","just","want","to",2
"they","learned","how","to",2
"they","lose","control","of",2
"they","love","each","other",2
"they","make","you","smile",2
"they","may","be","waiting",2
"they","may","get","a",2
"they","may","not","be",2
"they","melt","in","your",2
"they","move","on","to",2
"they","remind","me","of",2
"they","screw","up","the",2
"they","seem","to","be",2
"they","seem","to","think",2
"they","shall","be","as",2
"they","should","have","been",2
"they","should","have","had",2
"they","sit","on","the",2
"they","still","want","to",2
"they","tell","me","i",2
"they","turned","out","with",2
"they","want","me","to",2
"they","want","to","do",2
"they","were","built","on",2
"they","were","out","of",2
"they","were","talking","about",2
"they","were","to","be",2
"they","werent","willing","to",2
"they","will","have","to",2
"they","will","never","be",2
"they","will","not","choose",2
"they","will","vote","for",2
"they","would","end","up",2
"they","would","sit","with",2
"they","would","stand","at",2
"theyll","be","able","to",2
"thing","for","me","to",2
"thing","i","could","do",2
"thing","i","have","a",2
"thing","i","have","to",2
"thing","in","the","morning",2
"thing","that","i","would",2
"thing","to","do","and",2
"thing","to","do","would",2
"thing","to","realize","is",2
"thing","we","can","do",2
"things","and","that","was",2
"things","come","to","an",2
"things","for","the","first",2
"things","going","on","around",2
"things","i","have","learned",2
"things","i","like","the",2
"things","i","thought","id",2
"things","i","want","to",2
"things","in","life","are",2
"things","like","this","i",2
"things","she","would","like",2
"things","that","happen","to",2
"things","that","i","did",2
"things","that","matter","to",2
"things","to","do","that",2
"things","to","think","about",2
"things","we","do","to",2
"things","when","they","come",2
"think","about","it","if",2
"think","i","may","have",2
"think","i","might","be",2
"think","i","might","have",2
"think","i","would","have",2
"think","id","like","to",2
"think","if","nec","versa",2
"think","in","terms","of",2
"think","it","has","been",2
"think","it","is","a",2
"think","it","was","a",2
"think","it","was","because",2
"think","it","was","just",2
"think","it","would","have",2
"think","its","a","bad",2
"think","its","going","to",2
"think","of","him","as",2
"think","of","it","as",2
"think","of","mother","nature",2
"think","that","i","could",2
"think","that","if","i",2
"think","that","if","you",2
"think","that","it","is",2
"think","theyre","going","to",2
"think","this","is","what",2
"think","you","need","to",2
"thinking","about","how","to",2
"thinking","about","it","and",2
"thinking","of","all","the",2
"thinking","that","i","could",2
"thinks","he","might","be",2
"third","of","the","oven",2
"this","blog","is","a",2
"this","blog","is","not",2
"this","book","and","i",2
"this","book","is","about",2
"this","but","when","i",2
"this","can","be","a",2
"this","card","was","my",2
"this","caused","me","to",2
"this","comes","down","to",2
"this","could","have","been",2
"this","for","a","while",2
"this","for","about","minutes",2
"this","has","nothing","to",2
"this","idea","in","my",2
"this","is","a","basic",2
"this","is","a","beautiful",2
"this","is","a","different",2
"this","is","a","great",2
"this","is","a","little",2
"this","is","a","long",2
"this","is","a","more",2
"this","is","a","new",2
"this","is","a","small",2
"this","is","a","way",2
"this","is","always","the",2
"this","is","an","especially",2
"this","is","done","by",2
"this","is","due","to",2
"this","is","how","i",2
"this","is","just","a",2
"this","is","more","of",2
"this","is","not","good",2
"this","is","quite","a",2
"this","is","something","that",2
"this","is","the","fourth",2
"this","is","the","man",2
"this","is","the","measure",2
"this","is","the","only",2
"this","is","the","perfect",2
"this","is","the","point",2
"this","is","the","reason",2
"this","is","the","same",2
"this","is","the","second",2
"this","is","the","sort",2
"this","is","the","start",2
"this","is","what","happened",2
"this","is","what","is",2
"this","is","what","made",2
"this","is","what","we",2
"this","is","where","i",2
"this","is","why","so",2
"this","is","why","they",2
"this","it","makes","me",2
"this","kind","of","thing",2
"this","may","be","my",2
"this","means","that","i",2
"this","moment","in","time",2
"this","morning","i","got",2
"this","morning","i","woke",2
"this","morning","when","i",2
"this","must","have","been",2
"this","notebook","can","bring",2
"this","one","has","a",2
"this","one","is","a",2
"this","one","was","a",2
"this","past","weekend","and",2
"this","photo","i","used",2
"this","photo","was","taken",2
"this","point","i","had",2
"this","point","i","was",2
"this","point","in","the",2
"this","point","of","view",2
"this","post","but","i",2
"this","post","for","a",2
"this","post","is","a",2
"this","post","is","about",2
"this","project","i","used",2
"this","recipe","and","it",2
"this","season","you","can",2
"this","seems","like","a",2
"this","stage","of","the",2
"this","summer","has","been",2
"this","time","around","it",2
"this","time","next","year",2
"this","to","be","the",2
"this","was","a","bad",2
"this","was","a","good",2
"this","was","actually","a",2
"this","was","an","amazing",2
"this","was","some","of",2
"this","was","the","best",2
"this","week","has","been",2
"this","week","that","i",2
"this","whole","thing","is",2
"this","will","be","a",2
"this","will","be","for",2
"this","world","but","be",2
"this","would","be","the",2
"this","would","not","be",2
"this","year","and","they",2
"this","year","and","you",2
"this","year","if","you",2
"those","five","kings","to",2
"those","in","life","you",2
"those","kinds","of","things",2
"those","moments","when","you",2
"those","of","you","not",2
"those","who","choose","to",2
"those","who","have","suffered",2
"those","who","want","it",2
"thou","also","hadst","known",2
"thou","shalt","be","saved",2
"though","i","had","a",2
